"","phi","n","variable","value"
"4102",-0.5,500,"phi_iar",-0.541244857059427
"4103",-0.5,500,"phi_iar",-0.514958986999158
"4104",-0.5,500,"phi_iar",-0.485244385613776
"4105",-0.5,500,"phi_iar",-0.487716461169243
"4106",-0.5,500,"phi_iar",-0.472596480859925
"4107",-0.5,500,"phi_iar",-0.487696019025672
"4108",-0.5,500,"phi_iar",-0.505744595750639
"4109",-0.5,500,"phi_iar",-0.506853141527174
"4110",-0.5,500,"phi_iar",-0.466781263024088
"4111",-0.5,500,"phi_iar",-0.521741176912612
"4112",-0.5,500,"phi_iar",-0.534703140629319
"4113",-0.5,500,"phi_iar",-0.53893561754404
"4114",-0.5,500,"phi_iar",-0.57174272644059
"4115",-0.5,500,"phi_iar",-0.469946476758104
"4116",-0.5,500,"phi_iar",-0.475267852005493
"4117",-0.5,500,"phi_iar",-0.596394577137972
"4118",-0.5,500,"phi_iar",-0.512545844858959
"4119",-0.5,500,"phi_iar",-0.417014884521331
"4120",-0.5,500,"phi_iar",-0.539347893995707
"4121",-0.5,500,"phi_iar",-0.485324951949398
"4122",-0.5,500,"phi_iar",-0.484381494032272
"4123",-0.5,500,"phi_iar",-0.380005011050454
"4124",-0.5,500,"phi_iar",-0.46533728334941
"4125",-0.5,500,"phi_iar",-0.484214111359248
"4126",-0.5,500,"phi_iar",-0.520699636803541
"4127",-0.5,500,"phi_iar",-0.45131711714618
"4128",-0.5,500,"phi_iar",-0.583215811020569
"4129",-0.5,500,"phi_iar",-0.315888864491892
"4130",-0.5,500,"phi_iar",-0.467861974756048
"4131",-0.5,500,"phi_iar",-0.498379891845947
"4132",-0.5,500,"phi_iar",-0.47153920200577
"4133",-0.5,500,"phi_iar",-0.50753038952669
"4134",-0.5,500,"phi_iar",-0.593197588317291
"4135",-0.5,500,"phi_iar",-0.516971139220064
"4136",-0.5,500,"phi_iar",-0.530461959514884
"4137",-0.5,500,"phi_iar",-0.412941869666133
"4138",-0.5,500,"phi_iar",-0.505003944313663
"4139",-0.5,500,"phi_iar",-0.53316767653912
"4140",-0.5,500,"phi_iar",-0.482813492270225
"4141",-0.5,500,"phi_iar",-0.557667880275451
"4142",-0.5,500,"phi_iar",-0.479690228174614
"4143",-0.5,500,"phi_iar",-0.50033242281817
"4144",-0.5,500,"phi_iar",-0.552039163705087
"4145",-0.5,500,"phi_iar",-0.464179504429673
"4146",-0.5,500,"phi_iar",-0.466073499780562
"4147",-0.5,500,"phi_iar",-0.535821989764289
"4148",-0.5,500,"phi_iar",-0.513331301777844
"4149",-0.5,500,"phi_iar",-0.512273721388637
"4150",-0.5,500,"phi_iar",-0.564768647321169
"4151",-0.5,500,"phi_iar",-0.521629615204777
"4152",-0.5,500,"phi_iar",-0.542509252300835
"4153",-0.5,500,"phi_iar",-0.519114256596565
"4154",-0.5,500,"phi_iar",-0.540157508631935
"4155",-0.5,500,"phi_iar",-0.495243402191612
"4156",-0.5,500,"phi_iar",-0.517168438171581
"4157",-0.5,500,"phi_iar",-0.494155166889792
"4158",-0.5,500,"phi_iar",-0.497065662279202
"4159",-0.5,500,"phi_iar",-0.426530385933457
"4160",-0.5,500,"phi_iar",-0.566080049382431
"4161",-0.5,500,"phi_iar",-0.522474090552755
"4162",-0.5,500,"phi_iar",-0.462641589514115
"4163",-0.5,500,"phi_iar",-0.545097878690656
"4164",-0.5,500,"phi_iar",-0.452917765610059
"4165",-0.5,500,"phi_iar",-0.46175276846643
"4166",-0.5,500,"phi_iar",-0.515254810563773
"4167",-0.5,500,"phi_iar",-0.494411381132964
"4168",-0.5,500,"phi_iar",-0.472361423298925
"4169",-0.5,500,"phi_iar",-0.488743055854553
"4170",-0.5,500,"phi_iar",-0.490327131819677
"4171",-0.5,500,"phi_iar",-0.5014911194227
"4172",-0.5,500,"phi_iar",-0.547508810243742
"4173",-0.5,500,"phi_iar",-0.506839998879104
"4174",-0.5,500,"phi_iar",-0.472546028238305
"4175",-0.5,500,"phi_iar",-0.528199745537556
"4176",-0.5,500,"phi_iar",-0.508908434969425
"4177",-0.5,500,"phi_iar",-0.521796065042451
"4178",-0.5,500,"phi_iar",-0.4465049113232
"4179",-0.5,500,"phi_iar",-0.505653458085561
"4180",-0.5,500,"phi_iar",-0.459809244001392
"4181",-0.5,500,"phi_iar",-0.580559957660358
"4182",-0.5,500,"phi_iar",-0.538304775556193
"4183",-0.5,500,"phi_iar",-0.456120207425015
"4184",-0.5,500,"phi_iar",-0.526440862040726
"4185",-0.5,500,"phi_iar",-0.50807562770842
"4186",-0.5,500,"phi_iar",-0.453643369660842
"4187",-0.5,500,"phi_iar",-0.48699810946744
"4188",-0.5,500,"phi_iar",-0.491058075301129
"4189",-0.5,500,"phi_iar",-0.506559007225298
"4190",-0.5,500,"phi_iar",-0.50559458512445
"4191",-0.5,500,"phi_iar",-0.503923070949899
"4192",-0.5,500,"phi_iar",-0.476627520683277
"4193",-0.5,500,"phi_iar",-0.471108955060474
"4194",-0.5,500,"phi_iar",-0.584190325300362
"4195",-0.5,500,"phi_iar",-0.481576714288573
"4196",-0.5,500,"phi_iar",-0.467700667002203
"4197",-0.5,500,"phi_iar",-0.475184797779592
"4198",-0.5,500,"phi_iar",-0.562096456089722
"4199",-0.5,500,"phi_iar",-0.595864834817672
"4200",-0.5,500,"phi_iar",-0.524522070716213
"4201",-0.5,500,"phi_iar",-0.491989807740684
"4202",-0.5,500,"phi_iar",-0.588636286957733
"4203",-0.5,500,"phi_iar",-0.520122759762857
"4204",-0.5,500,"phi_iar",-0.438891309829933
"4205",-0.5,500,"phi_iar",-0.494053802111953
"4206",-0.5,500,"phi_iar",-0.512456018493531
"4207",-0.5,500,"phi_iar",-0.517719210537501
"4208",-0.5,500,"phi_iar",-0.525755068540881
"4209",-0.5,500,"phi_iar",-0.498945846950873
"4210",-0.5,500,"phi_iar",-0.448859213833526
"4211",-0.5,500,"phi_iar",-0.463739795598491
"4212",-0.5,500,"phi_iar",-0.552681292213217
"4213",-0.5,500,"phi_iar",-0.532161300055887
"4214",-0.5,500,"phi_iar",-0.568250254942804
"4215",-0.5,500,"phi_iar",-0.477866622400646
"4216",-0.5,500,"phi_iar",-0.538861867971013
"4217",-0.5,500,"phi_iar",-0.445057608272972
"4218",-0.5,500,"phi_iar",-0.470354352008778
"4219",-0.5,500,"phi_iar",-0.294584274860379
"4220",-0.5,500,"phi_iar",-0.53475480672103
"4221",-0.5,500,"phi_iar",-0.529106842548581
"4222",-0.5,500,"phi_iar",-0.496089332995666
"4223",-0.5,500,"phi_iar",-0.419863028808767
"4224",-0.5,500,"phi_iar",-0.491190357053804
"4225",-0.5,500,"phi_iar",-0.431376725556006
"4226",-0.5,500,"phi_iar",-0.432551331722194
"4227",-0.5,500,"phi_iar",-0.561854236209503
"4228",-0.5,500,"phi_iar",-0.497065159680726
"4229",-0.5,500,"phi_iar",-0.504103321771712
"4230",-0.5,500,"phi_iar",-0.564305776383151
"4231",-0.5,500,"phi_iar",-0.470799911524441
"4232",-0.5,500,"phi_iar",-0.487388118834486
"4233",-0.5,500,"phi_iar",-0.583048785000478
"4234",-0.5,500,"phi_iar",-0.551998453125559
"4235",-0.5,500,"phi_iar",-0.484802256892306
"4236",-0.5,500,"phi_iar",-0.416720117685401
"4237",-0.5,500,"phi_iar",-0.505631397590695
"4238",-0.5,500,"phi_iar",-0.501319943016199
"4239",-0.5,500,"phi_iar",-0.506910705726097
"4240",-0.5,500,"phi_iar",-0.484200798561499
"4241",-0.5,500,"phi_iar",-0.565998404596124
"4242",-0.5,500,"phi_iar",-0.503749723549644
"4243",-0.5,500,"phi_iar",-0.534193413458624
"4244",-0.5,500,"phi_iar",-0.408112177901524
"4245",-0.5,500,"phi_iar",-0.507942744453803
"4246",-0.5,500,"phi_iar",-0.497027810567839
"4247",-0.5,500,"phi_iar",-0.473496422939924
"4248",-0.5,500,"phi_iar",-0.483474385496952
"4249",-0.5,500,"phi_iar",-0.490345263884849
"4250",-0.5,500,"phi_iar",-0.559753968766667
"4251",-0.5,500,"phi_iar",-0.353092238449947
"4252",-0.5,500,"phi_iar",-0.489310681538229
"4253",-0.5,500,"phi_iar",-0.558345756665759
"4254",-0.5,500,"phi_iar",-0.453186993647306
"4255",-0.5,500,"phi_iar",-0.547488528923578
"4256",-0.5,500,"phi_iar",-0.519892527829241
"4257",-0.5,500,"phi_iar",-0.494036377785972
"4258",-0.5,500,"phi_iar",-0.492360653201391
"4259",-0.5,500,"phi_iar",-0.447718091298247
"4260",-0.5,500,"phi_iar",-0.430367674670574
"4261",-0.5,500,"phi_iar",-0.533147493493952
"4262",-0.5,500,"phi_iar",-0.543491775566038
"4263",-0.5,500,"phi_iar",-0.486461722246617
"4264",-0.5,500,"phi_iar",-0.561883841664387
"4265",-0.5,500,"phi_iar",-0.39938194708687
"4266",-0.5,500,"phi_iar",-0.49031319866293
"4267",-0.5,500,"phi_iar",-0.521982695382068
"4268",-0.5,500,"phi_iar",-0.518026954068956
"4269",-0.5,500,"phi_iar",-0.377730018424315
"4270",-0.5,500,"phi_iar",-0.491528803386777
"4271",-0.5,500,"phi_iar",-0.460968533647358
"4272",-0.5,500,"phi_iar",-0.524405510337012
"4273",-0.5,500,"phi_iar",-0.408741129253616
"4274",-0.5,500,"phi_iar",-0.435792234140511
"4275",-0.5,500,"phi_iar",-0.483618428443182
"4276",-0.5,500,"phi_iar",-0.52887971752013
"4277",-0.5,500,"phi_iar",-0.467224700530641
"4278",-0.5,500,"phi_iar",-0.557748473825917
"4279",-0.5,500,"phi_iar",-0.51853975520593
"4280",-0.5,500,"phi_iar",-0.550960705657667
"4281",-0.5,500,"phi_iar",-0.548516623787105
"4282",-0.5,500,"phi_iar",-0.530784968649925
"4283",-0.5,500,"phi_iar",-0.411377528485322
"4284",-0.5,500,"phi_iar",-0.346658327253236
"4285",-0.5,500,"phi_iar",-0.520438738614385
"4286",-0.5,500,"phi_iar",-0.423188090759963
"4287",-0.5,500,"phi_iar",-0.474074086415262
"4288",-0.5,500,"phi_iar",-0.503183702825546
"4289",-0.5,500,"phi_iar",-0.516656194756616
"4290",-0.5,500,"phi_iar",-0.545391591589771
"4291",-0.5,500,"phi_iar",-0.458241959388734
"4292",-0.5,500,"phi_iar",-0.492648551260074
"4293",-0.5,500,"phi_iar",-0.446120448385994
"4294",-0.5,500,"phi_iar",-0.552935391636043
"4295",-0.5,500,"phi_iar",-0.571925279436733
"4296",-0.5,500,"phi_iar",-0.466537238060082
"4297",-0.5,500,"phi_iar",-0.430434076964598
"4298",-0.5,500,"phi_iar",-0.520726407734499
"4299",-0.5,500,"phi_iar",-0.485597387207535
"4300",-0.5,500,"phi_iar",-0.574429091728416
"4301",-0.5,500,"phi_iar",-0.474644690485239
"4302",-0.5,500,"phi_iar",-0.527985507135974
"4303",-0.5,500,"phi_iar",-0.463518141985227
"4304",-0.5,500,"phi_iar",-0.478694738775202
"4305",-0.5,500,"phi_iar",-0.496688351232419
"4306",-0.5,500,"phi_iar",-0.532068227107882
"4307",-0.5,500,"phi_iar",-0.55094487897215
"4308",-0.5,500,"phi_iar",-0.550150190328353
"4309",-0.5,500,"phi_iar",-0.534456647591734
"4310",-0.5,500,"phi_iar",-0.531498082127973
"4311",-0.5,500,"phi_iar",-0.478391224588244
"4312",-0.5,500,"phi_iar",-0.47888319330113
"4313",-0.5,500,"phi_iar",-0.437223499132331
"4314",-0.5,500,"phi_iar",-0.528919520252008
"4315",-0.5,500,"phi_iar",-0.443292176955258
"4316",-0.5,500,"phi_iar",-0.582478216886865
"4317",-0.5,500,"phi_iar",-0.475144390695481
"4318",-0.5,500,"phi_iar",-0.51615118918158
"4319",-0.5,500,"phi_iar",-0.490763255060576
"4320",-0.5,500,"phi_iar",-0.389644218108384
"4321",-0.5,500,"phi_iar",-0.410319757306758
"4322",-0.5,500,"phi_iar",-0.415641226532932
"4323",-0.5,500,"phi_iar",-0.53672146850941
"4324",-0.5,500,"phi_iar",-0.455679616340161
"4325",-0.5,500,"phi_iar",-0.424036298188218
"4326",-0.5,500,"phi_iar",-0.497270924745744
"4327",-0.5,500,"phi_iar",-0.513788624477047
"4328",-0.5,500,"phi_iar",-0.537783968783303
"4329",-0.5,500,"phi_iar",-0.553925010304904
"4330",-0.5,500,"phi_iar",-0.535126702390372
"4331",-0.5,500,"phi_iar",-0.547149197706464
"4332",-0.5,500,"phi_iar",-0.423586131594327
"4333",-0.5,500,"phi_iar",-0.515164555720015
"4334",-0.5,500,"phi_iar",-0.453874305561883
"4335",-0.5,500,"phi_iar",-0.3680201624256
"4336",-0.5,500,"phi_iar",-0.555504512822756
"4337",-0.5,500,"phi_iar",-0.432377022934595
"4338",-0.5,500,"phi_iar",-0.561030994484259
"4339",-0.5,500,"phi_iar",-0.434882705598855
"4340",-0.5,500,"phi_iar",-0.492950365025572
"4341",-0.5,500,"phi_iar",-0.419283879984296
"4342",-0.5,500,"phi_iar",-0.493284107486665
"4343",-0.5,500,"phi_iar",-0.489296439627178
"4344",-0.5,500,"phi_iar",-0.494538341376599
"4345",-0.5,500,"phi_iar",-0.444185349158475
"4346",-0.5,500,"phi_iar",-0.368393685546096
"4347",-0.5,500,"phi_iar",-0.47516907927955
"4348",-0.5,500,"phi_iar",-0.506739998710132
"4349",-0.5,500,"phi_iar",-0.548353357085299
"4350",-0.5,500,"phi_iar",-0.49723644659312
"4351",-0.5,500,"phi_iar",-0.57192226439099
"4352",-0.5,500,"phi_iar",-0.560039054615322
"4353",-0.5,500,"phi_iar",-0.564078155441831
"4354",-0.5,500,"phi_iar",-0.553568759400277
"4355",-0.5,500,"phi_iar",-0.408211618939342
"4356",-0.5,500,"phi_iar",-0.505255947315042
"4357",-0.5,500,"phi_iar",-0.588524533159387
"4358",-0.5,500,"phi_iar",-0.415967025197083
"4359",-0.5,500,"phi_iar",-0.54042792936711
"4360",-0.5,500,"phi_iar",-0.58594550282321
"4361",-0.5,500,"phi_iar",-0.507423228499884
"4362",-0.5,500,"phi_iar",-0.404859729744053
"4363",-0.5,500,"phi_iar",-0.558502321554152
"4364",-0.5,500,"phi_iar",-0.585725151235752
"4365",-0.5,500,"phi_iar",-0.535719676961922
"4366",-0.5,500,"phi_iar",-0.450951868144914
"4367",-0.5,500,"phi_iar",-0.52661860078146
"4368",-0.5,500,"phi_iar",-0.409994955655616
"4369",-0.5,500,"phi_iar",-0.504062175172382
"4370",-0.5,500,"phi_iar",-0.541754155069203
"4371",-0.5,500,"phi_iar",-0.449116969552153
"4372",-0.5,500,"phi_iar",-0.567116489294294
"4373",-0.5,500,"phi_iar",-0.415289148490268
"4374",-0.5,500,"phi_iar",-0.544662359244064
"4375",-0.5,500,"phi_iar",-0.548009199242239
"4376",-0.5,500,"phi_iar",-0.459744935999698
"4377",-0.5,500,"phi_iar",-0.472447992656877
"4378",-0.5,500,"phi_iar",-0.482500255753741
"4379",-0.5,500,"phi_iar",-0.4187661579504
"4380",-0.5,500,"phi_iar",-0.517329656132495
"4381",-0.5,500,"phi_iar",-0.449983720863732
"4382",-0.5,500,"phi_iar",-0.553952972987628
"4383",-0.5,500,"phi_iar",-0.500429546200133
"4384",-0.5,500,"phi_iar",-0.448585625836271
"4385",-0.5,500,"phi_iar",-0.467433354387117
"4386",-0.5,500,"phi_iar",-0.465440352048243
"4387",-0.5,500,"phi_iar",-0.49079044940906
"4388",-0.5,500,"phi_iar",-0.528648728604608
"4389",-0.5,500,"phi_iar",-0.497221262380036
"4390",-0.5,500,"phi_iar",-0.387415362161698
"4391",-0.5,500,"phi_iar",-0.380217207925295
"4392",-0.5,500,"phi_iar",-0.442142406951204
"4393",-0.5,500,"phi_iar",-0.540256435749861
"4394",-0.5,500,"phi_iar",-0.574951523927113
"4395",-0.5,500,"phi_iar",-0.456975206192331
"4396",-0.5,500,"phi_iar",-0.52717745025432
"4397",-0.5,500,"phi_iar",-0.49962917275722
"4398",-0.5,500,"phi_iar",-0.514563947315127
"4399",-0.5,500,"phi_iar",-0.44572650438045
"4400",-0.5,500,"phi_iar",-0.47172439065399
"4401",-0.5,500,"phi_iar",-0.56387260804787
"4402",-0.5,500,"phi_iar",-0.407477163846049
"4403",-0.5,500,"phi_iar",-0.447995946595647
"4404",-0.5,500,"phi_iar",-0.45078523827918
"4405",-0.5,500,"phi_iar",-0.488326687929689
"4406",-0.5,500,"phi_iar",-0.498951821719902
"4407",-0.5,500,"phi_iar",-0.468323639711289
"4408",-0.5,500,"phi_iar",-0.438865073273297
"4409",-0.5,500,"phi_iar",-0.45114503146222
"4410",-0.5,500,"phi_iar",-0.528908535632735
"4411",-0.5,500,"phi_iar",-0.436411913579125
"4412",-0.5,500,"phi_iar",-0.47382092101468
"4413",-0.5,500,"phi_iar",-0.546116517592564
"4414",-0.5,500,"phi_iar",-0.502981094779528
"4415",-0.5,500,"phi_iar",-0.478621047933028
"4416",-0.5,500,"phi_iar",-0.516369542281135
"4417",-0.5,500,"phi_iar",-0.48776042914343
"4418",-0.5,500,"phi_iar",-0.494881635040476
"4419",-0.5,500,"phi_iar",-0.522044610875059
"4420",-0.5,500,"phi_iar",-0.503825147335639
"4421",-0.5,500,"phi_iar",-0.500675303433022
"4422",-0.5,500,"phi_iar",-0.55002709604763
"4423",-0.5,500,"phi_iar",-0.548310293366055
"4424",-0.5,500,"phi_iar",-0.46671410318277
"4425",-0.5,500,"phi_iar",-0.550334169194298
"4426",-0.5,500,"phi_iar",-0.444377800590715
"4427",-0.5,500,"phi_iar",-0.553969573056353
"4428",-0.5,500,"phi_iar",-0.522366596075535
"4429",-0.5,500,"phi_iar",-0.517390242888263
"4430",-0.5,500,"phi_iar",-0.555904409173501
"4431",-0.5,500,"phi_iar",-0.55822355292525
"4432",-0.5,500,"phi_iar",-0.526352337399294
"4433",-0.5,500,"phi_iar",-0.482579408412693
"4434",-0.5,500,"phi_iar",-0.528657515649662
"4435",-0.5,500,"phi_iar",-0.490115914857034
"4436",-0.5,500,"phi_iar",-0.536238174791719
"4437",-0.5,500,"phi_iar",-0.469443387010093
"4438",-0.5,500,"phi_iar",-0.602086832844012
"4439",-0.5,500,"phi_iar",-0.539444952371207
"4440",-0.5,500,"phi_iar",-0.530719126210285
"4441",-0.5,500,"phi_iar",-0.54929705235633
"4442",-0.5,500,"phi_iar",-0.499081169957802
"4443",-0.5,500,"phi_iar",-0.5291985522497
"4444",-0.5,500,"phi_iar",-0.459796254774469
"4445",-0.5,500,"phi_iar",-0.372103803853058
"4446",-0.5,500,"phi_iar",-0.525480211781624
"4447",-0.5,500,"phi_iar",-0.466126219448927
"4448",-0.5,500,"phi_iar",-0.474123240200175
"4449",-0.5,500,"phi_iar",-0.576094698266817
"4450",-0.5,500,"phi_iar",-0.534397349350477
"4451",-0.5,500,"phi_iar",-0.546602712394284
"4452",-0.5,500,"phi_iar",-0.469927370756161
"4453",-0.5,500,"phi_iar",-0.568288104214567
"4454",-0.5,500,"phi_iar",-0.495919719058821
"4455",-0.5,500,"phi_iar",-0.441590723523884
"4456",-0.5,500,"phi_iar",-0.483437978238782
"4457",-0.5,500,"phi_iar",-0.491619525257503
"4458",-0.5,500,"phi_iar",-0.468374492333172
"4459",-0.5,500,"phi_iar",-0.457516754296178
"4460",-0.5,500,"phi_iar",-0.44240051650219
"4461",-0.5,500,"phi_iar",-0.43370621332472
"4462",-0.5,500,"phi_iar",-0.560895843239623
"4463",-0.5,500,"phi_iar",-0.591356374699326
"4464",-0.5,500,"phi_iar",-0.465229057948503
"4465",-0.5,500,"phi_iar",-0.523384851187826
"4466",-0.5,500,"phi_iar",-0.547538301762362
"4467",-0.5,500,"phi_iar",-0.591759236366821
"4468",-0.5,500,"phi_iar",-0.571198512625866
"4469",-0.5,500,"phi_iar",-0.539625483452533
"4470",-0.5,500,"phi_iar",-0.538034841176643
"4471",-0.5,500,"phi_iar",-0.594780347832316
"4472",-0.5,500,"phi_iar",-0.442123747627768
"4473",-0.5,500,"phi_iar",-0.468275182250435
"4474",-0.5,500,"phi_iar",-0.530777484465577
"4475",-0.5,500,"phi_iar",-0.473590160936503
"4476",-0.5,500,"phi_iar",-0.531089693582073
"4477",-0.5,500,"phi_iar",-0.533631227877617
"4478",-0.5,500,"phi_iar",-0.465156587567455
"4479",-0.5,500,"phi_iar",-0.510932284693844
"4480",-0.5,500,"phi_iar",-0.524680898138925
"4481",-0.5,500,"phi_iar",-0.543402060111781
"4482",-0.5,500,"phi_iar",-0.488928679257414
"4483",-0.5,500,"phi_iar",-0.460531411295441
"4484",-0.5,500,"phi_iar",-0.505064250387527
"4485",-0.5,500,"phi_iar",-0.492910780232321
"4486",-0.5,500,"phi_iar",-0.5395306535613
"4487",-0.5,500,"phi_iar",-0.401693349675266
"4488",-0.5,500,"phi_iar",-0.490632600255039
"4489",-0.5,500,"phi_iar",-0.56521227139217
"4490",-0.5,500,"phi_iar",-0.496156011616873
"4491",-0.5,500,"phi_iar",-0.483471565347208
"4492",-0.5,500,"phi_iar",-0.411016639904811
"4493",-0.5,500,"phi_iar",-0.538864257958914
"4494",-0.5,500,"phi_iar",-0.504985595812353
"4495",-0.5,500,"phi_iar",-0.414513906194724
"4496",-0.5,500,"phi_iar",-0.500664042215563
"4497",-0.5,500,"phi_iar",-0.5093572749486
"4498",-0.5,500,"phi_iar",-0.308154497959038
"4499",-0.5,500,"phi_iar",-0.406910427987278
"4500",-0.5,500,"phi_iar",-0.509025043287357
"4501",-0.5,500,"phi_iar",-0.506315931195754
"4502",-0.5,500,"phi_iar",-0.455090911835632
"4503",-0.5,500,"phi_iar",-0.502919884062544
"4504",-0.5,500,"phi_iar",-0.538950476486788
"4505",-0.5,500,"phi_iar",-0.502786301513852
"4506",-0.5,500,"phi_iar",-0.541400016671637
"4507",-0.5,500,"phi_iar",-0.486814925998017
"4508",-0.5,500,"phi_iar",-0.530400692457307
"4509",-0.5,500,"phi_iar",-0.518995674483457
"4510",-0.5,500,"phi_iar",-0.508898452956157
"4511",-0.5,500,"phi_iar",-0.492129934133847
"4512",-0.5,500,"phi_iar",-0.473176231973945
"4513",-0.5,500,"phi_iar",-0.449520402517999
"4514",-0.5,500,"phi_iar",-0.420841373239391
"4515",-0.5,500,"phi_iar",-0.457262886344355
"4516",-0.5,500,"phi_iar",-0.494772794600612
"4517",-0.5,500,"phi_iar",-0.54999465610082
"4518",-0.5,500,"phi_iar",-0.545966650151013
"4519",-0.5,500,"phi_iar",-0.496552489275991
"4520",-0.5,500,"phi_iar",-0.538426353236632
"4521",-0.5,500,"phi_iar",-0.412511630435916
"4522",-0.5,500,"phi_iar",-0.561163776200357
"4523",-0.5,500,"phi_iar",-0.43126843713358
"4524",-0.5,500,"phi_iar",-0.523478980571727
"4525",-0.5,500,"phi_iar",-0.486092740177465
"4526",-0.5,500,"phi_iar",-0.551674993212052
"4527",-0.5,500,"phi_iar",-0.554974897701985
"4528",-0.5,500,"phi_iar",-0.432536491215477
"4529",-0.5,500,"phi_iar",-0.540594680532168
"4530",-0.5,500,"phi_iar",-0.476266999700603
"4531",-0.5,500,"phi_iar",-0.508159286803845
"4532",-0.5,500,"phi_iar",-0.509424796129837
"4533",-0.5,500,"phi_iar",-0.45930240187022
"4534",-0.5,500,"phi_iar",-0.569805014532093
"4535",-0.5,500,"phi_iar",-0.466636963555078
"4536",-0.5,500,"phi_iar",-0.479288388507942
"4537",-0.5,500,"phi_iar",-0.48018783691097
"4538",-0.5,500,"phi_iar",-0.456533623475148
"4539",-0.5,500,"phi_iar",-0.557320689586377
"4540",-0.5,500,"phi_iar",-0.525778102848156
"4541",-0.5,500,"phi_iar",-0.469985797001606
"4542",-0.5,500,"phi_iar",-0.475834988138241
"4543",-0.5,500,"phi_iar",-0.497123240255644
"4544",-0.5,500,"phi_iar",-0.501799132408634
"4545",-0.5,500,"phi_iar",-0.472244538215467
"4546",-0.5,500,"phi_iar",-0.427272307309891
"4547",-0.5,500,"phi_iar",-0.484193707984895
"4548",-0.5,500,"phi_iar",-0.547123400622217
"4549",-0.5,500,"phi_iar",-0.557879129522383
"4550",-0.5,500,"phi_iar",-0.531945614168185
"4551",-0.5,500,"phi_iar",-0.522106249696228
"4552",-0.5,500,"phi_iar",-0.471061326589462
"4553",-0.5,500,"phi_iar",-0.505683695398912
"4554",-0.5,500,"phi_iar",-0.531965264938217
"4555",-0.5,500,"phi_iar",-0.540445537367516
"4556",-0.5,500,"phi_iar",-0.5898941311309
"4557",-0.5,500,"phi_iar",-0.486765909532535
"4558",-0.5,500,"phi_iar",-0.498018113846763
"4559",-0.5,500,"phi_iar",-0.437450722277913
"4560",-0.5,500,"phi_iar",-0.439018040749559
"4561",-0.5,500,"phi_iar",-0.608218283182414
"4562",-0.5,500,"phi_iar",-0.488707035023205
"4563",-0.5,500,"phi_iar",-0.513965579901226
"4564",-0.5,500,"phi_iar",-0.427216649113709
"4565",-0.5,500,"phi_iar",-0.589688582366043
"4566",-0.5,500,"phi_iar",-0.490608510782226
"4567",-0.5,500,"phi_iar",-0.528707600135631
"4568",-0.5,500,"phi_iar",-0.56224873945147
"4569",-0.5,500,"phi_iar",-0.594035555780222
"4570",-0.5,500,"phi_iar",-0.461890693081574
"4571",-0.5,500,"phi_iar",-0.415481294481572
"4572",-0.5,500,"phi_iar",-0.531310190962695
"4573",-0.5,500,"phi_iar",-0.527121645974837
"4574",-0.5,500,"phi_iar",-0.514606354334475
"4575",-0.5,500,"phi_iar",-0.471025176887639
"4576",-0.5,500,"phi_iar",-0.548836978350604
"4577",-0.5,500,"phi_iar",-0.45174131551947
"4578",-0.5,500,"phi_iar",-0.492842505106799
"4579",-0.5,500,"phi_iar",-0.529566327590478
"4580",-0.5,500,"phi_iar",-0.506136010293942
"4581",-0.5,500,"phi_iar",-0.429201560977213
"4582",-0.5,500,"phi_iar",-0.473977961184401
"4583",-0.5,500,"phi_iar",-0.4617488498688
"4584",-0.5,500,"phi_iar",-0.561925112406418
"4585",-0.5,500,"phi_iar",-0.512714891636317
"4586",-0.5,500,"phi_iar",-0.531449990583965
"4587",-0.5,500,"phi_iar",-0.457819457150853
"4588",-0.5,500,"phi_iar",-0.491973933881254
"4589",-0.5,500,"phi_iar",-0.486249884002107
"4590",-0.5,500,"phi_iar",-0.429996749889692
"4591",-0.5,500,"phi_iar",-0.434992725613289
"4592",-0.5,500,"phi_iar",-0.487711995897216
"4593",-0.5,500,"phi_iar",-0.42889261424998
"4594",-0.5,500,"phi_iar",-0.469530534343229
"4595",-0.5,500,"phi_iar",-0.614483362890827
"4596",-0.5,500,"phi_iar",-0.469883772300819
"4597",-0.5,500,"phi_iar",-0.48306298821524
"4598",-0.5,500,"phi_iar",-0.531478879433857
"4599",-0.5,500,"phi_iar",-0.527422977868937
"4600",-0.5,500,"phi_iar",-0.447629668310289
"4601",-0.5,500,"phi_iar",-0.553482662380279
"4602",-0.5,500,"phi_iar",-0.516263772695945
"4603",-0.5,500,"phi_iar",-0.449724516969968
"4604",-0.5,500,"phi_iar",-0.45332334267897
"4605",-0.5,500,"phi_iar",-0.556843602649855
"4606",-0.5,500,"phi_iar",-0.515702219450948
"4607",-0.5,500,"phi_iar",-0.476406837090859
"4608",-0.5,500,"phi_iar",-0.364258984231144
"4609",-0.5,500,"phi_iar",-0.498367822043115
"4610",-0.5,500,"phi_iar",-0.532012969147724
"4611",-0.5,500,"phi_iar",-0.429737820182862
"4612",-0.5,500,"phi_iar",-0.534339089462864
"4613",-0.5,500,"phi_iar",-0.412212249914298
"4614",-0.5,500,"phi_iar",-0.528362842457711
"4615",-0.5,500,"phi_iar",-0.460871060948682
"4616",-0.5,500,"phi_iar",-0.510261131073783
"4617",-0.5,500,"phi_iar",-0.523684175221166
"4618",-0.5,500,"phi_iar",-0.507118391997068
"4619",-0.5,500,"phi_iar",-0.560114617617392
