1929	3345.99
1930	3160.13
1931	3216.68
1932	3351.86
1933	3230.29
1934	3300.06
1935	3305.56
1936	3432.46
1937	3307.67
1938	3202.72
1939	3408.25
1940	3252.56
1941	3215.55
1942	3264.95
1943	3362.62
1944	3191.94
1945	3224.09
1946	3300.74
1947	3263.97
1948	3222.22
1949	3274.47
1950	3313.52
1951	3247.96
1952	3311.19
1953	3283.69
1954	3393.86
1955	3277.4
1956	3142.67
1957	3348.55
1958	3350.97
1959	3214.14
1960	3385.73
1961	3290.86
1962	3364.22
1963	3186.25
1964	3159.86
1965	3083.51
1966	3217.67
1967	3302.53
1968	3193.9
1969	3306.2
1970	3218.38
1971	3317.49
1972	3207.76
1973	3268.81
1974	3157.51
1975	3310.83
1976	3147.04
1977	3311.1
1978	3450.69
1979	3226.71
1980	3110.33
1981	3372.62
1982	3318.15
1983	3413.29
1984	3533.84
1985	3503.29
1986	3325.75
1987	3500.64
1988	3288.44
1989	3316.08
1990	3297.42
1991	3483.58
1992	3550.11
1993	3323.33
1994	3225.32
1995	3364
1996	3319.3
1997	3580.79
1998	3519.01
1999	3468.06
2000	3520.46
2001	3656.34
