0	-438
0.017	-438
0.035	-438
0.053	-438
0.072	-438
0.091	-438
0.11	-438
0.129	-438
0.149	-442.9
0.17	-437.9
0.19	-435.8
0.211	-443.7
0.234	-449.1
0.258	-444.6
0.281	-442.5
0.304	-439.3
0.327	-440.9
0.351	-442.5
0.375	-436.6
0.397	-430
0.42	-435.9
0.444	-436.9
0.469	-438.5
0.495	-444.5
0.523	-446.4
0.552	-447.7
0.581	-443.4
0.609	-441.6
0.637	-438.1
0.665	-439.1
0.695	-445.4
0.726	-447.3
0.757	-443.1
0.788	-438.6
0.817	-439
0.848	-442.7
0.881	-442.7
0.912	-439
0.944	-439.5
0.976	-439.7
1.009	-442.9
1.042	-438.3
1.074	-436.4
1.107	-443
1.142	-441.9
1.176	-439.6
1.211	-441.9
1.247	-446.9
1.285	-447.9
1.321	-440.4
1.356	-436
1.39	-438.3
1.426	-438.8
1.461	-438.2
1.497	-440.8
1.535	-444
1.573	-443.8
1.612	-446
1.652	-447.1
1.692	-443.3
1.732	-444.4
1.772	-445.3
1.812	-445.5
1.853	-443.8
1.893	-441.2
1.931	-437.1
1.97	-439.7
2.009	-440.7
2.049	-440.3
2.089	-441.2
2.129	-441.7
2.171	-443.7
2.212	-442.4
2.253	-437.3
2.291	-431
2.331	-443.9
2.374	-446.7
2.418	-442.4
2.46	-441.8
2.501	-436.2
2.542	-439.6
2.585	-446.2
2.628	-439
2.67	-438.1
2.713	-445.2
2.76	-449.9
2.805	-441.7
2.847	-434.5
2.889	-440.3
2.934	-446.1
2.98	-446.5
3.026	-442.4
3.07	-439.5
3.114	-441.2
3.158	-438.5
3.201	-437.1
3.245	-440.6
3.289	-441.7
3.334	-439.8
3.379	-438.8
3.422	-436.7
3.466	-437
3.511	-443.5
3.558	-443.4
3.603	-436.2
3.646	-434.1
3.689	-434.5
3.732	-437.8
3.778	-441.8
3.824	-440.8
3.87	-438
3.915	-439.4
3.962	-442
4.009	-442.4
4.057	-442.5
4.104	-443.5
4.153	-444.6
4.202	-444
4.25	-441.2
4.295	-434.7
4.339	-431.2
4.381	-431.2
4.423	-431.2
4.466	-431.2
4.509	-431.2
4.552	-432.7
4.596	-436.8
4.642	-440
4.69	-443.3
4.739	-441.5
4.786	-436.5
4.831	-438
4.88	-444.9
4.929	-442
4.977	-440.2
5.025	-442
5.072	-437.2
5.118	-436.9
5.165	-440.3
5.212	-439.3
5.259	-436.3
5.305	-437.4
5.351	-437.5
5.397	-435
5.442	-435
5.488	-436.8
5.534	-437.9
5.581	-437.5
5.627	-437.8
5.674	-438.37
5.721	-438.93
5.769	-439.5
5.816	-439.3
5.863	-437.1
5.909	-435.3
5.955	-438.8
6.004	-442.4
6.052	-439.25
