1011	4.5465
1012	1.1176
1013	0.7874
1014	0.7874
1015	0.9144
1016	0.762
1017	0.9398
1018	0.762
1019	0.762
1020	0.7874
1021	0.6858
1022	0.7112
1023	1.4224
1024	1.016
1025	0.9652
1026	1.27
1027	2.0574
1028	0.889
1029	2.667
1030	1.3208
1031	1.0668
1032	1.2954
1033	1.778
1034	0.7112
1035	0.762
1036	0.635
1037	1.1557
1038	0.5715
1039	1.5748
1040	0.8382
1041	0.8382
1042	1.0414
1043	0.9144
1044	0.6985
1045	1.1557
1046	0.7493
1047	1.4605
1048	0.6096
1049	0.9144
1050	0.635
1051	0.762
1052	0.635
1053	0.635
1054	1.0668
1055	1.1684
1056	1.1176
1057	0.6096
1058	0.6858
1059	0.7112
1060	0.8636
1061	0.7874
1062	0.5842
1063	0.5334
1064	0.7874
1065	0.7112
1066	0.9906
1067	0.889
1068	0.8128
1069	0.7874
1070	0.7366
1071	0.8382
1072	1.1176
1073	1.5748
1074	1.5494
1075	0.9652
1076	1.6256
1077	1.0922
1078	1.778
1079	1.016
1080	0.5969
1081	0.8763
1082	1.2192
1083	0.7366
1084	0.8636
1085	0.8763
1086	0.6858
1087	0.7493
1088	0.5842
1089	0.8636
1090	1.0922
1091	1.1176
1092	1.2382
1093	1.3906
1094	0.6477
1095	0.8509
1096	2.032
1097	0.5588
1098	0.7556
1099	0.5969
1100	0.6096
1101	1.0033
1102	1.124
1103	1.016
1104	0.7874
1105	0.6604
1106	1.0541
1107	0.5715
1108	0.6604
1109	1.6891
1110	1.0541
1111	0.7493
1112	0.9525
1113	1.0414
1114	2.9591
1115	0.6985
1116	0.4699
1117	0.5715
1118	0.6731
1119	0.9906
1120	0.6985
1121	0.5842
1122	0.6985
1123	0.7366
1124	0.635
1125	1.0541
1126	0.8128
1127	0.508
1128	0.508
1129	0.762
1130	1.2192
1131	0.635
1132	0.6858
1133	0.6858
1134	0.5715
1135	0.8065
1136	0.7429
1137	0.7556
1138	0.7112
1139	0.6731
1140	0.635
1141	0.616
1142	0.7747
1143	0.635
1144	0.7493
1145	0.6985
1146	0.8192
1147	1.651
1148	0.8636
1149	0.6604
1150	0.6604
1151	0.6731
1152	2.2352
1153	0.5461
1154	0.6604
1155	0.635
1156	0.8128
1157	0.635
1158	0.8128
1159	0.8128
1160	0.7874
1161	0.8382
1162	1.7272
1163	0.762
1164	0.762
1165	0.9906
1166	0.8382
1167	0.6858
1168	1.0668
1169	1.0414
1170	0.8636
1171	0.7366
1172	0.7366
1173	0.5334
1174	0.635
1175	0.5334
1176	1.5748
1177	0.7366
1178	0.9398
1179	1.016
1180	0.6096
1181	0.6858
1182	0.5334
1183	0.7366
1184	0.7112
1185	0.9906
1186	1.1176
1187	0.4572
