1900	3103.73
1901	3162.84
1902	3214.1
1903	3241.33
1904	3302.12
1905	3391.89
1906	3286.39
1907	3163.16
1908	3202.25
1909	3159.32
1910	3273.48
1911	3191.89
1912	3193.22
1913	3219.36
1914	3433.4
1915	3274.4
1916	3406.48
1917	3160.67
1918	3476.15
1919	3241.99
1920	3315.03
1921	3173.29
1922	3207.34
1923	3186.44
1924	3308.71
1925	3386.6
1926	3337.89
1927	3403.98
1928	3188.25
1929	3358.6
1930	3324.77
1931	3168.11
1932	3237.13
1933	3342.2
1934	3057.65
1935	3164.36
1936	3209.58
1937	3217.64
1938	3282.38
1939	3317.96
1940	3370.32
1941	3347.81
1942	3222.28
1943	3330.71
1944	3280.86
1945	3477.66
1946	3318.72
1947	3347.25
1948	3399.28
1949	3267.64
1950	3189.11
1951	3088.05
1952	3301.28
1953	3308.79
1954	3358.79
1955	3436.09
1956	3168.31
1957	3215.14
1958	3297.86
1959	3411.3
1960	3295.3
1961	3179.59
1962	3117.28
1963	3357.64
1964	3086.58
1965	3061.68
1966	3248.15
1967	3305.84
1968	3427.56
1969	3381
1970	3180.28
1971	3316.58
1972	3129.17
1973	3206.22
1974	3207.99
1975	3284.96
1976	3154.42
1977	3326.04
1978	3324.84
1979	3342.76
1980	3368.78
1981	3350.83
1982	3123.06
1983	3157.19
1984	3210.05
1985	3215.01
1986	3242.85
1987	3261.27
1988	3298.83
1989	3107.02
1990	3201.01
1991	3283.7
1992	3366.76
1993	3324.01
1994	3429.19
1995	3322.79
1996	3203
